886,0,20,10,1,1,76,0,6,0
1,987,0,7,4,0,1,0,0,0
16,1,876,7,49,0,50,0,1,0
26,5,10,891,39,0,27,0,2,0
0,0,46,22,893,0,39,0,0,0
0,0,0,0,0,984,0,14,0,2
122,1,63,20,69,0,721,0,4,0
0,0,0,0,0,3,0,969,0,28
3,1,3,3,4,4,7,4,971,0
1,0,0,0,0,6,0,25,0,968
