888,0,15,25,4,1,63,0,4,0
0,977,0,17,3,0,3,0,0,0
21,1,814,8,83,0,73,0,0,0
12,4,7,935,22,0,20,0,0,0
2,1,40,28,879,0,50,0,0,0
0,0,0,0,0,971,0,18,0,11
132,1,36,35,82,0,711,0,3,0
0,0,0,0,0,8,0,946,0,46
5,2,1,4,4,3,8,3,970,0
0,0,0,0,0,3,1,16,0,980
