883,3,7,24,6,1,70,0,6,0
1,976,0,17,3,0,3,0,0,0
17,1,777,12,108,0,85,0,0,0
29,15,7,881,34,0,30,0,4,0
0,1,90,32,807,0,70,0,0,0
0,0,0,1,0,946,0,36,2,15
169,2,72,31,66,0,655,0,5,0
0,0,0,0,0,16,0,971,0,13
8,1,5,5,7,1,9,7,957,0
0,0,0,1,0,7,1,64,0,927
