882,3,14,37,5,1,53,0,5,0
3,973,0,18,4,0,2,0,0,0
25,1,793,20,125,0,36,0,0,0
19,6,10,910,39,0,12,0,4,0
0,1,85,27,858,0,28,0,1,0
0,0,0,1,0,938,0,38,2,21
168,1,90,38,105,0,588,0,10,0
0,0,0,0,0,16,0,962,0,22
4,0,4,5,4,1,4,5,973,0
0,0,0,0,0,5,1,36,0,958
