841,1,14,27,7,1,99,0,10,0
3,970,1,20,4,0,2,0,0,0
12,2,780,15,138,0,52,0,1,0
18,10,7,890,45,1,25,0,4,0
0,0,85,27,853,0,33,0,2,0
0,0,0,1,0,948,0,29,2,20
147,2,100,38,107,0,597,0,9,0
0,0,0,0,0,24,0,953,0,23
3,1,3,5,8,4,7,4,965,0
0,0,0,0,0,4,1,39,0,956
