865,0,13,21,4,1,88,0,8,0
0,982,2,11,3,0,2,0,0,0
20,2,808,10,92,0,64,0,4,0
13,4,12,917,32,0,19,0,3,0
2,1,29,27,895,1,45,0,0,0
0,0,0,1,0,975,0,15,0,9
101,1,41,31,77,0,742,0,7,0
0,0,0,0,0,11,0,970,0,19
5,1,3,5,2,2,2,4,976,0
0,0,0,0,0,4,1,31,0,964
